AREA,PERIMETER,MAJOR_AXIS,MINOR_AXIS,ECCENTRICITY,SOLIDITY,EXTENT,ROUNDNESS,COMPACTNESS,SHAPEFACTOR_2,Class
66140,1124.069,438.9185,201.6136,0.8883,0.9489,0.5716,0.6578,0.6612,0.003,0
73828,1987.047,457.0342,266.923,0.8117,0.7965,0.5934,0.235,0.6708,0.0036,0
66051,1040.476,430.3622,198.8997,0.8868,0.9753,0.7727,0.7667,0.6738,0.003,0
65504,1261.913,426.2232,202.7391,0.8796,0.9636,0.7727,0.5169,0.6776,0.0031,0
93607,1272.7,449.7164,268.5431,0.8021,0.9649,0.7786,0.7262,0.7677,0.0029,0
72577,1765.828,503.3036,194.4765,0.9223,0.8879,0.7244,0.2925,0.604,0.0027,0
90398,1521.057,486.4787,243.4861,0.8657,0.9475,0.649,0.491,0.6974,0.0027,0
61836,2251.144,379.0857,238.2245,0.7779,0.8194,0.6894,0.1533,0.7402,0.0039,0
75940,1220.275,458.5528,216.1874,0.8819,0.9562,0.7602,0.6409,0.6781,0.0028,0
77232,1117.431,439.6949,230.5794,0.8515,0.9518,0.7547,0.7773,0.7132,0.003,0
65314,1079.3459,411.7336,210.4937,0.8594,0.9271,0.7379,0.7045,0.7004,0.0032,0
77973,1240.174,486.9174,208.2656,0.9039,0.9554,0.7631,0.6371,0.6471,0.0027,0
76223,1286.825,467.178,211.079,0.8921,0.9651,0.757,0.5784,0.6668,0.0028,0
75881,1112.911,445.0782,222.8896,0.8656,0.9603,0.7528,0.7699,0.6984,0.0029,0
76876,1314.5861,424.4824,235.8643,0.8314,0.9653,0.7384,0.559,0.737,0.0031,0
70597,1551.975,445.2808,208.0221,0.8842,0.9633,0.7277,0.3683,0.6733,0.0029,0
80715,1144.972,458.5215,228.5621,0.8669,0.9723,0.7613,0.7737,0.6992,0.0028,0
81160,1200.46,433.1346,245.0543,0.8246,0.9537,0.7792,0.7077,0.7422,0.003,0
53305,1360.2791,391.9669,181.4,0.8865,0.9008,0.6715,0.362,0.6646,0.0034,0
61827,1119.1331,425.9982,191.7028,0.893,0.9533,0.7133,0.6203,0.6586,0.0031,0
93046,1330.933,483.8663,250.4098,0.8557,0.9776,0.6779,0.6601,0.7113,0.0027,0
63272,1062.814,405.7033,204.4482,0.8637,0.9578,0.687,0.7039,0.6996,0.0032,0
76819,1230.549,479.8747,207.406,0.9018,0.9749,0.7633,0.6375,0.6517,0.0027,0
66410,1953.478,427.1801,217.2864,0.861,0.8926,0.6611,0.2187,0.6807,0.0033,0
74079,1306.373,464.0783,221.4294,0.8788,0.9035,0.5938,0.5455,0.6618,0.003,0
76885,1219.3051,456.002,225.5101,0.8692,0.9461,0.7206,0.6499,0.6861,0.0029,0
72808,1109.9091,438.4868,220.9703,0.8637,0.9757,0.6996,0.7427,0.6944,0.003,0
72705,1119.113,442.1461,211.0289,0.8787,0.9846,0.7511,0.7295,0.6881,0.0029,0
60541,2005.332,415.4017,267.0105,0.7661,0.6998,0.5697,0.1892,0.6684,0.0044,0
89384,1263.126,486.2475,246.4966,0.862,0.9494,0.7341,0.704,0.6938,0.0028,0
78148,1867.463,438.0012,235.8488,0.8426,0.9302,0.735,0.2816,0.7202,0.003,0
69088,1402.432,460.5004,202.9455,0.8977,0.9128,0.6446,0.4414,0.6441,0.0029,0
86019,1395.735,499.5443,225.1839,0.8926,0.9473,0.705,0.5549,0.6625,0.0026,0
61992,1055.724,424.2606,189.6143,0.8946,0.9603,0.7341,0.6989,0.6622,0.0031,0
80167,1145.046,479.4283,215.0031,0.8938,0.9913,0.7716,0.7684,0.6664,0.0027,0
74193,1730.047,431.5638,230.9286,0.8448,0.9244,0.7457,0.3115,0.7122,0.0031,0
71380,1059.798,430.0882,213.6409,0.8679,0.9856,0.7614,0.7986,0.7009,0.003,0
61458,1268.522,380.2,216.3935,0.8222,0.9132,0.7291,0.4799,0.7358,0.0035,0
89928,1235.521,491.5876,235.2052,0.8781,0.981,0.7005,0.7403,0.6883,0.0026,0
73903,1240.726,419.6304,229.3942,0.8374,0.9643,0.7372,0.6033,0.731,0.0031,0
66494,1084.077,421.8923,205.8024,0.873,0.9686,0.7162,0.711,0.6897,0.0031,0
70937,1149.484,432.704,217.6391,0.8643,0.9331,0.7246,0.6746,0.6945,0.0031,0
65570,2071.4451,418.0258,217.1458,0.8545,0.8976,0.5945,0.192,0.6912,0.0033,0
68849,1441.259,451.0457,205.2553,0.8905,0.934,0.6459,0.4165,0.6564,0.003,0
73148,1309.843,469.0491,208.3141,0.896,0.9376,0.6341,0.5358,0.6506,0.0028,0
84923,1199.219,469.3299,232.0247,0.8692,0.9816,0.6558,0.7421,0.7006,0.0027,1
62299,2065.304,404.3921,221.6103,0.8365,0.8585,0.6691,0.1835,0.6965,0.0036,1
86071,1578.188,422.9108,281.6405,0.746,0.9084,0.6668,0.4343,0.7828,0.0033,1
92387,1314.3979,451.6785,262.5319,0.8137,0.9852,0.7236,0.672,0.7593,0.0028,1
75288,1545.11,428.8627,230.8789,0.8427,0.9377,0.7303,0.3963,0.7219,0.0031,1
98290,2058.9761,437.2366,303.0911,0.7207,0.928,0.738,0.2914,0.8091,0.0031,1
88074,2199.8889,460.8836,283.3717,0.7886,0.8709,0.6922,0.2287,0.7266,0.0032,1
94564,1833.097,430.755,295.7373,0.7271,0.923,0.6634,0.3536,0.8055,0.0031,1
86567,1225.095,413.5565,268.9026,0.7597,0.973,0.6972,0.7248,0.8028,0.0031,1
77159,1294.058,426.054,232.4743,0.838,0.9718,0.7256,0.579,0.7357,0.003,1
87332,1940.563,435.628,276.4739,0.7728,0.9016,0.7205,0.2914,0.7655,0.0032,1
90882,1277.0389,468.5574,249.1707,0.8469,0.9684,0.769,0.7003,0.726,0.0027,1
90638,1165.7321,466.5579,248.9237,0.8458,0.9889,0.7516,0.8382,0.7281,0.0027,1
88421,2138.689,454.0674,285.3913,0.7778,0.8616,0.6509,0.2429,0.7389,0.0032,1
96036,1277.475,454.4213,278.2118,0.7907,0.9438,0.7503,0.7395,0.7695,0.0029,1
101136,1255.619,475.2161,271.3299,0.821,0.9888,0.7584,0.8061,0.7551,0.0027,1
86526,1354.329,451.688,254.2858,0.8265,0.9306,0.7176,0.5928,0.7348,0.0029,1
100634,1260.0811,481.9576,266.369,0.8334,0.9925,0.7059,0.7964,0.7427,0.0026,1
90243,1177.624,463.1542,248.8421,0.8434,0.9911,0.7525,0.8177,0.7319,0.0028,1
101809,1196.381,466.0961,279.4569,0.8003,0.9951,0.7797,0.8938,0.7725,0.0027,1
79846,1376.293,472.9795,218.9997,0.8863,0.9537,0.7815,0.5297,0.6741,0.0027,1
83617,1148.6021,456.7517,233.5336,0.8594,0.9904,0.7775,0.7965,0.7144,0.0028,1
94554,1323.192,471.8111,262.4769,0.831,0.9611,0.7936,0.6786,0.7354,0.0028,1
93391,1274.9709,470.119,257.8197,0.8362,0.9544,0.7136,0.722,0.7335,0.0028,1
79837,1110.6689,425.8595,240.3323,0.8255,0.9804,0.7504,0.8133,0.7487,0.003,1
105052,1645.708,482.7813,289.5465,0.8002,0.9399,0.7191,0.4874,0.7575,0.0028,1
102609,1202.489,465.4884,281.4626,0.7965,0.9948,0.7506,0.8917,0.7765,0.0027,1
101402,1295.118,506.0175,255.4059,0.8633,0.9892,0.7588,0.7597,0.7101,0.0025,1
85252,1231.943,422.2561,262.674,0.783,0.9586,0.7595,0.7059,0.7802,0.0031,1
101876,1222.046,457.9877,287.4138,0.7786,0.9717,0.7254,0.8572,0.7864,0.0028,1
90161,1495.119,474.6939,242.8821,0.8592,0.9733,0.7542,0.5068,0.7138,0.0027,1
83361,1205.5811,494.268,219.3946,0.8961,0.964,0.7453,0.7207,0.6591,0.0026,1
101982,2237.7319,463.6272,312.5454,0.7386,0.8769,0.6997,0.2559,0.7772,0.0031,1
94442,1688.476,444.9857,272.5977,0.7904,0.976,0.7442,0.4163,0.7793,0.0029,1
101005,1382.8,476.3697,279.0725,0.8104,0.9478,0.7732,0.6638,0.7528,0.0028,1
75086,1279.359,390.0158,248.5963,0.7705,0.958,0.749,0.5765,0.7928,0.0033,1
103937,1382.434,443.3288,313.2106,0.7077,0.9485,0.7631,0.6834,0.8206,0.003,1
92631,1260.752,468.0538,255.6497,0.8377,0.9791,0.7977,0.7323,0.7337,0.0028,1
82728,1541.515,424.8433,251.267,0.8064,0.9646,0.7249,0.4375,0.7639,0.003,1
80972,1121.2209,430.2227,243.0307,0.8252,0.9711,0.7236,0.8094,0.7463,0.003,1
87357,1788.918,444.6218,264.1679,0.8044,0.9345,0.6632,0.343,0.7501,0.003,1
103099,2306.2649,438.8541,324.9486,0.6721,0.8909,0.7248,0.2436,0.8256,0.0032,1
97409,1195.215,452.1823,274.5764,0.7945,0.9902,0.7635,0.8569,0.7788,0.0028,1
78957,1252.6639,414.891,249.5627,0.7989,0.923,0.6646,0.6323,0.7642,0.0032,1
100634,1260.0811,481.9576,266.369,0.8334,0.9925,0.7059,0.7964,0.7427,0.0026,1
89599,1222.901,488.5881,235.5899,0.8761,0.9919,0.6652,0.7529,0.6913,0.0026,1
97287,1349.113,451.3698,280.0938,0.7842,0.9558,0.6436,0.6717,0.7797,0.0029,1
88074,2199.8889,460.8836,283.3717,0.7886,0.8709,0.6922,0.2287,0.7266,0.0032,1
80649,1134.808,423.9556,245.3121,0.8156,0.975,0.6554,0.787,0.7558,0.003,1
90125,1821.601,464.186,255.759,0.8345,0.9505,0.708,0.3413,0.7298,0.0028,1
76510,2009.799,424.8791,251.6225,0.8058,0.8815,0.6655,0.238,0.7346,0.0033,1
103691,1529.9611,426.9058,314.1679,0.6771,0.9543,0.775,0.5567,0.8511,0.003,1
88906,1175.347,440.6005,258.5942,0.8096,0.9854,0.7665,0.8087,0.7636,0.0029,1
92322,1260.796,465.4449,260.75,0.8283,0.9484,0.7076,0.7298,0.7366,0.0028,1
92058,1171.624,468.6358,250.8758,0.8446,0.9926,0.739,0.8427,0.7306,0.0027,1
124008,2581.25,535.6422,307.1895,0.8192,0.9361,0.6855,0.2339,0.7418,0.0025,1
82704,1233.395,447.1949,236.4371,0.8488,0.9775,0.754,0.6832,0.7256,0.0029,1
86933,1134.209,418.6372,266.1606,0.7719,0.9916,0.7437,0.8492,0.7947,0.0031,1
78593,2126.448,455.6613,232.1182,0.8605,0.9297,0.5844,0.2184,0.6942,0.003,1
72581,1884.7,430.123,229.6598,0.8455,0.9351,0.7234,0.2568,0.7068,0.0032,1
91604,1315.079,459.285,255.7487,0.8306,0.9893,0.7864,0.6656,0.7436,0.0028,1
99319,1336.0389,485.2657,263.9267,0.8392,0.9805,0.7532,0.6992,0.7328,0.0027,1
55000,1795.6851,336.944,259.6657,0.6373,0.8075,0.6003,0.2143,0.7854,0.0047,1
95005,1863.434,459.6347,274.9814,0.8013,0.9395,0.7287,0.3438,0.7567,0.0029,1
85833,1663.244,431.85,279.9519,0.7614,0.9059,0.6788,0.3899,0.7655,0.0033,1
86506,1174.406,440.5459,256.7896,0.8126,0.9578,0.7293,0.7882,0.7533,0.003,1
85388,1481.994,486.7787,232.8216,0.8782,0.9253,0.7101,0.4886,0.6774,0.0027,1
76510,2009.799,424.8791,251.6225,0.8058,0.8815,0.6655,0.238,0.7346,0.0033,1
91533,1915.9561,451.7373,267.9266,0.8051,0.9395,0.7333,0.3133,0.7557,0.0029,1
95744,1344.74,486.1907,273.9415,0.8262,0.8889,0.728,0.6653,0.7181,0.0029,1
78778,2159.5969,439.1004,240.0113,0.8374,0.934,0.7265,0.2123,0.7213,0.003,1
93226,1181.512,465.8731,258.1971,0.8324,0.9829,0.7436,0.8392,0.7395,0.0028,1
97269,2058.1951,473.8028,271.5347,0.8195,0.9393,0.7537,0.2885,0.7428,0.0028,1
81048,1403.786,484.82,217.1142,0.8941,0.9582,0.7261,0.5168,0.6626,0.0027,1
97523,1212.458,468.6178,266.0325,0.8232,0.9903,0.7536,0.8336,0.752,0.0027,1
87112,1203.757,460.1062,243.2671,0.8488,0.9742,0.7639,0.7555,0.7238,0.0028,1
76437,1181.916,457.7971,216.4241,0.8812,0.9707,0.5818,0.6876,0.6814,0.0028,1
99916,1209.9,462.816,282.0072,0.7929,0.9698,0.7865,0.8577,0.7707,0.0028,1
90816,2626.7109,427.4768,299.7759,0.7129,0.8778,0.6646,0.1654,0.7955,0.0033,1
86071,1578.188,422.9108,281.6405,0.746,0.9084,0.6668,0.4343,0.7828,0.0033,1
80192,1939.8,427.733,292.1751,0.7303,0.8303,0.6518,0.2678,0.747,0.0036,1
94328,1187.499,468.946,257.9542,0.8351,0.9863,0.7801,0.8406,0.739,0.0027,1
75910,1940.187,414.5405,268.6004,0.7617,0.8752,0.7025,0.2534,0.75,0.0035,1
76757,1159.979,444.7222,230.4775,0.8552,0.9463,0.7255,0.7168,0.703,0.003,1
83267,1113.1121,438.4269,243.7511,0.8312,0.993,0.7199,0.8445,0.7427,0.0029,1
78780,1324.8831,451.5905,239.3016,0.8481,0.9328,0.7021,0.564,0.7013,0.003,1
98560,2034.28,435.5154,315.6377,0.689,0.8665,0.7137,0.2993,0.8134,0.0032,1
89898,2532.0271,471.0031,270.694,0.8184,0.876,0.6604,0.1762,0.7183,0.003,1
94959,1157.55,448.3601,270.9605,0.7967,0.9891,0.7077,0.8906,0.7755,0.0029,1
83653,2057.9851,435.3364,256.3692,0.8082,0.9235,0.6446,0.2482,0.7497,0.0031,1
90712,1308.853,472.0259,252.9245,0.8443,0.9361,0.6963,0.6654,0.72,0.0028,1
97567,2048.208,500.5765,254.489,0.8611,0.9529,0.7493,0.2923,0.7041,0.0026,1
72328,1046.27,404.1033,230.9122,0.8207,0.9764,0.7403,0.8303,0.751,0.0032,1
75528,1148.733,430.5677,224.5068,0.8533,0.9806,0.7591,0.7192,0.7202,0.003,1
93490,1574.964,429.0784,287.3922,0.7426,0.9363,0.7616,0.4736,0.8041,0.0031,1
98959,1328.33,469.5879,287.2536,0.7911,0.9078,0.688,0.7048,0.7559,0.0029,1
70736,1125.762,353.8412,256.9032,0.6877,0.9714,0.725,0.7014,0.8481,0.0036,1
79846,1376.293,472.9795,218.9997,0.8863,0.9537,0.7815,0.5297,0.6741,0.0027,1
84116,1185.657,436.4557,250.6591,0.8186,0.9579,0.7727,0.7519,0.7498,0.003,1
70860,1053.098,394.8376,236.2991,0.8011,0.9636,0.6961,0.8029,0.7607,0.0033,1
77320,1134.866,440.9929,224.0383,0.8613,0.9858,0.7391,0.7544,0.7115,0.0029,1
103939,1661.2729,494.7766,273.1789,0.8338,0.9538,0.7417,0.4733,0.7353,0.0026,1
95011,1236.037,441.5882,281.9649,0.7696,0.96,0.7412,0.7815,0.7876,0.003,1
79307,1147.151,425.3987,249.9247,0.8092,0.935,0.6384,0.7573,0.747,0.0032,1
73700,1140.452,420.0525,224.3072,0.8455,0.9851,0.6485,0.7121,0.7293,0.003,1
79733,1200.712,468.472,240.1146,0.8587,0.8747,0.6722,0.695,0.6801,0.003,1
85183,1158.354,448.8401,242.4689,0.8415,0.9884,0.6929,0.7978,0.7337,0.0028,1
78879,2580.9409,452.5663,254.4487,0.827,0.8887,0.6982,0.1488,0.7003,0.0032,1
103290,1367.975,491.5331,269.0327,0.8369,0.9854,0.7704,0.6936,0.7378,0.0026,1
91032,1171.52,420.4451,279.7567,0.7465,0.985,0.7263,0.8335,0.8097,0.0031,1
105498,1458.704,489.1142,277.4973,0.8235,0.9676,0.7251,0.623,0.7493,0.0026,1
98991,1742.339,479.3621,267.7458,0.8295,0.9515,0.7855,0.4098,0.7406,0.0027,1
72328,1046.27,404.1033,230.9122,0.8207,0.9764,0.7403,0.8303,0.751,0.0032,1
92332,1138.6899,418.073,282.4232,0.7373,0.9902,0.7491,0.8949,0.8201,0.0031,1
77867,1164.859,440.2547,227.3307,0.8564,0.9729,0.7548,0.7211,0.7152,0.0029,1
84747,2041.804,448.2927,261.1688,0.8128,0.8806,0.7112,0.2555,0.7327,0.0031,1
91072,1199.776,472.5024,246.7967,0.8528,0.9902,0.7607,0.795,0.7207,0.0027,1
91065,1180.948,459.1751,255.8426,0.8304,0.9748,0.761,0.8205,0.7416,0.0028,1
80639,1172.425,453.518,227.1792,0.8655,0.9826,0.779,0.7372,0.7065,0.0028,1
83043,2538.2429,431.0484,269.7324,0.78,0.8798,0.6348,0.162,0.7544,0.0032,1
92622,1246.8101,440.5182,274.9561,0.7813,0.9469,0.7474,0.7487,0.7796,0.003,1
79292,2195.6221,402.5984,331.3435,0.568,0.775,0.6201,0.2067,0.7892,0.0042,1
109819,1628.713,492.1519,296.1749,0.7987,0.9518,0.7519,0.5202,0.7598,0.0027,1
85994,1146.311,451.9298,242.7397,0.8435,0.9905,0.78,0.8224,0.7322,0.0028,1
95756,1241.038,473.6687,264.4763,0.8296,0.9552,0.7459,0.7813,0.7372,0.0028,1
94328,1187.499,468.946,257.9542,0.8351,0.9863,0.7801,0.8406,0.739,0.0027,1
87607,1661.925,482.3524,235.0344,0.8733,0.9489,0.7357,0.3986,0.6924,0.0027,1
88714,1243.559,456.6076,248.3919,0.8391,0.9823,0.7341,0.7209,0.7361,0.0028,1
81534,1857.905,456.7036,248.6413,0.8388,0.9186,0.7217,0.2968,0.7055,0.003,1
80639,1172.425,453.518,227.1792,0.8655,0.9826,0.779,0.7372,0.7065,0.0028,1
84510,1160.535,427.4981,253.0739,0.8059,0.9883,0.7941,0.7885,0.7673,0.003,1
84958,2144.9829,481.66,297.113,0.7871,0.7976,0.6231,0.232,0.6828,0.0035,1
71263,1041.942,405.6606,225.3576,0.8315,0.9896,0.7685,0.8249,0.7425,0.0032,1
93490,1574.964,429.0784,287.3922,0.7426,0.9363,0.7616,0.4736,0.8041,0.0031,1
78502,1142.004,430.097,238.9188,0.8315,0.9534,0.7486,0.7564,0.7351,0.003,1
99742,1272.322,461.8434,279.9792,0.7953,0.968,0.6847,0.7743,0.7716,0.0028,1
83522,2062.064,453.1792,335.8377,0.6714,0.7482,0.6197,0.2468,0.7196,0.004,1
75027,1118.1121,372.8005,259.5359,0.7179,0.9603,0.7534,0.7541,0.8291,0.0035,1
82744,2236.5449,456.3524,244.885,0.8438,0.92,0.7185,0.2079,0.7113,0.003,1
68715,2110.0549,428.0875,266.1317,0.7833,0.8118,0.6147,0.1939,0.691,0.0039,1
99112,2210.4651,443.2576,307.8689,0.7194,0.9177,0.716,0.2549,0.8014,0.0031,1
89599,1222.901,488.5881,235.5899,0.8761,0.9919,0.6652,0.7529,0.6913,0.0026,1
83043,2538.2429,431.0484,269.7324,0.78,0.8798,0.6348,0.162,0.7544,0.0032,1
98991,1742.339,479.3621,267.7458,0.8295,0.9515,0.7855,0.4098,0.7406,0.0027,1
94170,1267.7271,440.1109,278.4162,0.7745,0.9643,0.6836,0.7363,0.7868,0.003,1
82820,1174.056,435.3692,252.6396,0.8144,0.9494,0.7285,0.755,0.7459,0.0031,1
100334,1993.053,447.9268,298.6092,0.7454,0.9359,0.7714,0.3174,0.7979,0.003,1
93374,1181.031,469.1623,254.4323,0.8402,0.9931,0.7717,0.8412,0.7349,0.0027,1
100664,1287.78,490.9807,262.7903,0.8447,0.9788,0.7759,0.7628,0.7292,0.0026,1
88357,2152.5439,445.4917,278.173,0.7811,0.9071,0.7421,0.2396,0.7529,0.0031,1
84620,1254.239,470.1725,234.7781,0.8664,0.9521,0.6564,0.676,0.6981,0.0028,1
75425,1135.5861,404.1902,238.8812,0.8067,0.9818,0.7418,0.735,0.7667,0.0032,1
74382,1105.4709,408.4984,234.6056,0.8186,0.9853,0.7684,0.7649,0.7534,0.0032,1
96892,2488.417,477.515,275.2052,0.8172,0.9269,0.7476,0.1966,0.7355,0.0028,1
75086,1279.359,390.0158,248.5963,0.7705,0.958,0.749,0.5765,0.7928,0.0033,1
92639,1792.027,456.4867,275.1674,0.7979,0.9226,0.7494,0.3625,0.7524,0.003,1
92622,1246.8101,440.5182,274.9561,0.7813,0.9469,0.7474,0.7487,0.7796,0.003,1
109620,1279.4301,470.0632,297.6283,0.774,0.9911,0.7697,0.8415,0.7948,0.0027,1
92332,1138.6899,418.073,282.4232,0.7373,0.9902,0.7491,0.8949,0.8201,0.0031,1
82501,2082.8579,432.5828,275.1338,0.7717,0.8844,0.7189,0.239,0.7492,0.0033,1
87112,1203.757,460.1062,243.2671,0.8488,0.9742,0.7639,0.7555,0.7238,0.0028,1
86933,1134.209,418.6372,266.1606,0.7719,0.9916,0.7437,0.8492,0.7947,0.0031,1
90882,1277.0389,468.5574,249.1707,0.8469,0.9684,0.769,0.7003,0.726,0.0027,1
99962,2260.0449,470.9191,290.1495,0.7876,0.9083,0.6728,0.2459,0.7576,0.0029,1
83708,1231.9399,444.9516,243.7199,0.8366,0.9713,0.7498,0.6931,0.7337,0.0029,1
84675,1475.323,398.7496,275.5073,0.7229,0.9486,0.7252,0.4889,0.8234,0.0033,1
95659,1216.15,460.2137,265.9241,0.8162,0.9905,0.6979,0.8128,0.7583,0.0028,1
98991,1742.339,479.3621,267.7458,0.8295,0.9515,0.7855,0.4098,0.7406,0.0027,1
82728,1541.515,424.8433,251.267,0.8064,0.9646,0.7249,0.4375,0.7639,0.003,1
106364,1498.948,468.5075,306.9979,0.7554,0.9324,0.6908,0.5949,0.7855,0.0029,1
98007,1273.3101,493.9856,254.769,0.8567,0.9823,0.7377,0.7596,0.7151,0.0026,1
93975,1313.674,480.2703,251.2122,0.8523,0.9787,0.702,0.6843,0.7202,0.0027,1
83119,1149.202,431.7512,247.0322,0.8201,0.9883,0.7999,0.7909,0.7535,0.003,1
88744,1309.519,448.2818,259.0974,0.8161,0.9511,0.7693,0.6503,0.7498,0.0029,1
88947,1317.873,500.6831,228.6167,0.8897,0.9671,0.7549,0.6436,0.6721,0.0026,1
104952,1309.203,470.0492,295.9375,0.7769,0.9348,0.7297,0.7695,0.7777,0.0028,1
77260,1116.042,440.7751,228.3477,0.8553,0.964,0.746,0.7795,0.7116,0.003,1
84715,1479.464,455.3496,239.6014,0.8504,0.9822,0.7551,0.4864,0.7213,0.0028,1
80192,1939.8,427.733,292.1751,0.7303,0.8303,0.6518,0.2678,0.747,0.0036,1
93843,2097.2219,452.0853,289.6256,0.7678,0.9016,0.6178,0.2681,0.7646,0.0031,1
91128,1245.074,452.3971,258.4213,0.8208,0.9787,0.749,0.7387,0.7529,0.0028,1
91471,1366.97,484.3947,241.8455,0.8664,0.9812,0.7294,0.6151,0.7045,0.0026,1
96105,1219.896,471.6762,260.2687,0.834,0.9896,0.7357,0.8115,0.7416,0.0027,1
106364,1498.948,468.5075,306.9979,0.7554,0.9324,0.6908,0.5949,0.7855,0.0029,1
99690,1210.12,454.6655,280.5211,0.787,0.989,0.7117,0.8555,0.7836,0.0028,1
109819,1628.713,492.1519,296.1749,0.7987,0.9518,0.7519,0.5202,0.7598,0.0027,1
86526,1354.329,451.688,254.2858,0.8265,0.9306,0.7176,0.5928,0.7348,0.0029,1
87941,1180.718,423.2647,269.7154,0.7707,0.9653,0.741,0.7927,0.7906,0.0031,1
86209,1154.542,429.7482,255.8428,0.8035,0.9904,0.7687,0.8127,0.7709,0.003,1
86300,1177.277,449.4067,245.8508,0.8371,0.9889,0.7397,0.7825,0.7376,0.0028,1
77320,1134.866,440.9929,224.0383,0.8613,0.9858,0.7391,0.7544,0.7115,0.0029,1
81893,2120.3181,427.4263,263.358,0.7876,0.8873,0.6737,0.2289,0.7555,0.0032,1
76791,1936.09,426.5441,334.0877,0.6217,0.7467,0.5869,0.2574,0.7331,0.0044,1
95763,2138.0139,451.7197,285.4307,0.7751,0.9048,0.701,0.2633,0.773,0.003,1
97806,1301.2679,478.9996,263.3344,0.8353,0.9726,0.7663,0.7258,0.7367,0.0027,1
69990,1146.668,460.8859,196.0485,0.905,0.9836,0.7233,0.6689,0.6477,0.0028,1
68715,2110.0549,428.0875,266.1317,0.7833,0.8118,0.6147,0.1939,0.691,0.0039,1
84903,1136.322,440.568,245.8601,0.8298,0.9892,0.7516,0.8263,0.7463,0.0029,1
87709,1172.09,439.1413,255.1873,0.8138,0.9854,0.7171,0.8023,0.761,0.0029,1
93391,1274.9709,470.119,257.8197,0.8362,0.9544,0.7136,0.722,0.7335,0.0028,1
96825,1296.358,491.1752,270.524,0.8347,0.9026,0.7302,0.724,0.7148,0.0028,1
95763,2138.0139,451.7197,285.4307,0.7751,0.9048,0.701,0.2633,0.773,0.003,1
95756,1241.038,473.6687,264.4763,0.8296,0.9552,0.7459,0.7813,0.7372,0.0028,1
85691,2327.3459,439.8794,278.9297,0.7732,0.8886,0.659,0.1988,0.7509,0.0033,1
86506,1174.406,440.5459,256.7896,0.8126,0.9578,0.7293,0.7882,0.7533,0.003,1
84620,1254.239,470.1725,234.7781,0.8664,0.9521,0.6564,0.676,0.6981,0.0028,1
95763,2138.0139,451.7197,285.4307,0.7751,0.9048,0.701,0.2633,0.773,0.003,1
91533,1915.9561,451.7373,267.9266,0.8051,0.9395,0.7333,0.3133,0.7557,0.0029,1
98748,1202.085,443.2601,284.5458,0.7668,0.988,0.7643,0.8588,0.7999,0.0029,1
79090,1272.936,454.7788,223.6734,0.8707,0.9715,0.7658,0.6134,0.6978,0.0028,1
78778,2159.5969,439.1004,240.0113,0.8374,0.934,0.7265,0.2123,0.7213,0.003,1
106364,1498.948,468.5075,306.9979,0.7554,0.9324,0.6908,0.5949,0.7855,0.0029,1
98007,1273.3101,493.9856,254.769,0.8567,0.9823,0.7377,0.7596,0.7151,0.0026,1
104968,1532.7531,493.1212,281.9866,0.8204,0.9461,0.7532,0.5615,0.7414,0.0027,1
104495,2003.598,478.0729,301.6292,0.7758,0.9155,0.7523,0.3271,0.763,0.0029,1
90542,1284.462,470.7375,271.6736,0.8167,0.8834,0.6979,0.6896,0.7213,0.003,1
89898,2532.0271,471.0031,270.694,0.8184,0.876,0.6604,0.1762,0.7183,0.003,1
109819,1628.713,492.1519,296.1749,0.7987,0.9518,0.7519,0.5202,0.7598,0.0027,1
86209,1154.542,429.7482,255.8428,0.8035,0.9904,0.7687,0.8127,0.7709,0.003,1
84715,1479.464,455.3496,239.6014,0.8504,0.9822,0.7551,0.4864,0.7213,0.0028,1
88835,2115.2261,456.2918,254.1708,0.8305,0.9458,0.6745,0.2495,0.7371,0.0029,1
85885,1813.851,438.9585,253.8259,0.8159,0.9619,0.7378,0.328,0.7533,0.003,1
92173,1324.228,493.4748,257.175,0.8535,0.924,0.7063,0.6605,0.6942,0.0028,1
84774,1149.198,471.3389,229.7515,0.8732,0.9913,0.7527,0.8066,0.697,0.0027,1
78122,2067.521,427.5836,319.6553,0.6642,0.7377,0.5854,0.2297,0.7376,0.0041,1
80345,1748.5389,430.1092,264.7543,0.7881,0.9066,0.7165,0.3302,0.7436,0.0033,1
79462,1841.889,428.7843,293.0344,0.73,0.8214,0.6502,0.2943,0.7418,0.0037,1
100510,1253.766,489.1862,263.0239,0.8432,0.9885,0.7772,0.8035,0.7313,0.0026,1
88469,1529.411,427.0288,282.8887,0.7491,0.9243,0.7365,0.4753,0.7859,0.0032,1
89959,2383.783,475.0533,255.251,0.8434,0.9179,0.7279,0.1989,0.7124,0.0028,1
97372,1239.103,434.4333,286.5575,0.7516,0.9853,0.7745,0.7969,0.8105,0.0029,1
101005,1382.8,476.3697,279.0725,0.8104,0.9478,0.7732,0.6638,0.7528,0.0028,1
93715,1297.0,495.952,242.0692,0.8728,0.9788,0.8001,0.7001,0.6965,0.0026,1
90071,1192.386,476.4101,241.2878,0.8623,0.989,0.7384,0.7961,0.7108,0.0027,1
84747,2041.804,448.2927,261.1688,0.8128,0.8806,0.7112,0.2555,0.7327,0.0031,1
92544,1169.63,464.4752,254.748,0.8362,0.9921,0.7556,0.8501,0.739,0.0028,1
